surname,number
KARWACKI,2765
ROZMUS,2765
KUNA,2763
KWASNIAK,2763
WASOWICZ,2762
WOJDYLA,2761
DEPTULA,2760
MADEJSKI,2759
KURKOWSKI,2758
SUCHODOLSKI,2757
KLEIN,2755
GROMEK,2754
BOROWICZ,2752
JELONEK,2748
RUSINEK,2746
BIEGANSKI,2745
OLESINSKI,2745
BARTOSIAK,2736
BEBEN,2735
JEZEWSKI,2729
RATAJ,2728
ZELAZNY,2728
LYSIAK,2727
LUKOMSKI,2726
BOCHENSKI,2725
OLEKSIAK,2725
CYWINSKI,2724
ZDANOWICZ,2719
CALKA,2718
MATEJA,2717
KUTA,2713
WLAZLO,2713
OGONOWSKI,2710
KULAKOWSKI,2708
STACH,2708
HALAS,2704
SAJDAK,2703
LACHOWSKI,2702
PUZIO,2701
WAS,2698
KLIS,2697
MISIEWICZ,2697
WOLANSKI,2693
POZNANSKI,2689
GUZEK,2688
SZNAJDER,2685
PODOLSKI,2683
DAWIDOWICZ,2682
DZIK,2680
PIENIAZEK,2679
RUSZKOWSKI,2677
WOJNAROWSKI,2677
KUZMINSKI,2676
TWOREK,2674
HOFMAN,2672
PIROG,2671
TOBIASZ,2670
GLINKA,2667
BALDYGA,2666
OLESZCZUK,2663
JANIEC,2662
SROCZYNSKI,2659
SOBKOWIAK,2657
BOCIAN,2656
WIERZBOWSKI,2656
ZDROJEWSKI,2656
DRZAZGA,2653
KOSSAKOWSKI,2653
KUBALA,2652
MARCZYK,2651
SZUMSKI,2651
KAWCZYNSKI,2646
ZAJKOWSKI,2646
KOCUR,2645
PANKOWSKI,2644
GORZYNSKI,2643
POKORSKI,2642
BAJOR,2641
JANKIEWICZ,2640
SIWAK,2639
ADAMCZUK,2637
BOGUSZEWSKI,2637
JAROCKI,2632
MROZIK,2632
BANKOWSKI,2631
GLOWACZ,2630
NGUYEN,2630
JACH,2629
KORCZYNSKI,2628
WALKIEWICZ,2628
ADAMKIEWICZ,2627
ANIOL,2627
LACKI,2625
LATA,2623
MYSZKOWSKI,2623
FLORCZYK,2618
NYKIEL,2616
NOSEK,2615
FORMELA,2612
KISIELEWSKI,2607
ZADROZNY,2607
JANIKOWSKI,2606
JASKULA,2605
TARKOWSKI,2602
STAWSKI,2601
CISZEK,2600
POSPIECH,2600
RYBCZYNSKI,2600
ABRAMOWICZ,2599
DZIEGIELEWSKI,2598
FILIPOWSKI,2598
KRASON,2598
KARPOWICZ,2595
KOTOWICZ,2593
KRASINSKI,2592
MARCZUK,2592
ROLA,2591
PTASZYNSKI,2590
ZWIERZCHOWSKI,2589
SKRZYPIEC,2587
PACEK,2584
ZMIJEWSKI,2584
WOZNICKI,2583
RZEZNIK,2582
SKRZYNSKI,2581
KUPIS,2578
GUZOWSKI,2577
PRZYBYLEK,2577
KICINSKI,2576
SAWCZUK,2575
PISKORSKI,2572
DOMINIK,2571
ABRAMCZYK,2570
BOGUSLAWSKI,2568
RACHWAL,2568
SKUPIEN,2565
FORNAL,2563
KROK,2561
PIECHOWIAK,2560
ZIAJA,2560
KOLEK,2558
BIELICKI,2556
DURAJ,2556
KASPROWICZ,2556
BRYK,2554
WIKTOR,2554
SEMENIUK,2551
SULEK,2551
KOC,2546
CISEK,2544
WOJEWODA,2544
MROZOWSKI,2543
SAMBORSKI,2540
ANDRZEJAK,2539
GLUCHOWSKI,2538
MAĆKOWSKI,2538
SOJA,2538
DYBOWSKI,2536
ZOCHOWSKI,2532
OLEK,2531
CHOINSKI,2527
FORTUNA,2526
MELNYK,2526
ROGUSKI,2526
KUZNIAR,2525
STADNIK,2525
WYSOKINSKI,2525
DANILUK,2522
ZAJDEL,2522
CHOLEWINSKI,2517
MITURA,2517
STANKOWSKI,2517
LUBINSKI,2516
TOMASZEK,2516
MATUSZEK,2515
KUPCZAK,2514
PIWONSKI,2510
LISEK,2507
IGNACZAK,2506
KOPKA,2506
KOCH,2505
PAWLOWICZ,2502
FRACKIEWICZ,2499
KULKA,2499
SOSNA,2498
OZIMEK,2497
BOROWY,2495
PACH,2495
GONDEK,2494
LUKAWSKI,2494
BANASZKIEWICZ,2493
DOPIERALA,2492
GAWLOWSKI,2488
KILIAN,2486
PAWLACZYK,2482
SLOTA,2476
DEPTA,2475
LUKASIAK,2475
ROZWADOWSKI,2474
KUCZERA,2473
SIEMINSKI,2473
POLEĆ,2472
WOJNAR,2471
KUBAS,2470
ZABIELSKI,2468
ĆWIKLA,2467
JAKUBIK,2467
JODLOWSKI,2460
LOBODA,2460
PLACHTA,2460
PRZYBYLAK,2459
ZBIKOWSKI,2459
CELINSKI,2453
POKORA,2453
SZEWC,2453
SLOWIKOWSKI,2449
DEBINSKI,2448
KUKLINSKI,2448
SOBIERAJSKI,2446
GRABIEC,2445
STARCZEWSKI,2443
RYNKIEWICZ,2441
FORYS,2440
KOZUB,2439
ROMANCZUK,2439
KNOP,2436
CABAJ,2435
GAWEDA,2432
SZMYT,2431
POLOK,2430
KEDZIA,2428
MACIEJCZYK,2428
ROGULSKI,2426
LUKOWSKI,2421
PATYK,2418
SKUZA,2418
ROWINSKI,2416
CZERNIAWSKI,2415
LABUDA,2415
SPYCHALSKI,2415
BUDNIK,2408
PIASKOWSKI,2408
ZIENKIEWICZ,2407
CZOP,2405
KLIMOWICZ,2402
SOLTYSIK,2402
BARCZAK,2401
GORCZYNSKI,2399
LASKA,2399
BADOWSKI,2398
WALICKI,2396
BINKOWSKI,2394
POLKOWSKI,2394
HEBDA,2390
WINKLER,2390
SALATA,2387
FICEK,2386
SWOBODA,2385
GUTKOWSKI,2383
PLUCIENNIK,2383
STAWARZ,2383
FILA,2382
BIEDRZYCKI,2381
NIEDBALA,2381
WALASEK,2380
KURIATA,2378
KUSNIERZ,2378
PAWELEK,2377
LISZEWSKI,2375
DEMBINSKI,2374
WOJTYSIAK,2374
CZARNOWSKI,2372
JANECKI,2372
PLOCIENNIK,2371
WIATROWSKI,2371
IDZIKOWSKI,2368
NIZIOLEK,2367
KOBIELA,2366
MILEK,2366
KLESZCZ,2365
KRYGIER,2365
KULCZYCKI,2364
KLIMCZYK,2363
JANUSZKIEWICZ,2361
SOBALA,2361
TABAKA,2360
JAROSINSKI,2358
POPIEL,2358
SZPAKOWSKI,2357
BARSZCZEWSKI,2355
KALISZEWSKI,2355
PAWELCZYK,2350
PIWKO,2350
BALINSKI,2344
BORAWSKI,2344
KRZYZANIAK,2343
KEDRA,2342
GIBAS,2338
GIERCZAK,2337
WALASZCZYK,2336
BIENIAS,2334
WARDA,2334
MIODUSZEWSKI,2333
WICHER,2333
LADA,2330
PIECUCH,2330
ZACZEK,2330
CHRZASZCZ,2329
STAWIARSKI,2329
URBANIK,2329
KACPERSKI,2327
TARASIUK,2327
GIERSZEWSKI,2325
KAZIMIERSKI,2325
MOKRZYCKI,2324
TERLECKI,2321
JANOWICZ,2320
JASIAK,2319
POZNIAK,2318
BINKOWSKI,2317
CIESLAR,2317
MIELEWCZYK,2310
ZDANOWSKI,2310
KRZEMIEN,2309
PNIEWSKI,2309
HINC,2307
SZEWCZAK,2305
PANKIEWICZ,2304
PRZYBYLO,2301
CHMIELECKI,2300
KLICH,2300
KUFEL,2299
BARTOSZEWICZ,2296
KWAPISZ,2296
PIEKARCZYK,2291
OPALINSKI,2290
CHUDZINSKI,2286
GOLDA,2286
KWASNIK,2286
JUREWICZ,2285
PIKULA,2285
LUPA,2284
MIAZGA,2283
PAWLUS,2282
WILKOWSKI,2282
ZABINSKI,2282
KOSEK,2281
KOZIKOWSKI,2281
BACZKOWSKI,2280
KLIMKIEWICZ,2279
SALEK,2279
MOSZCZYNSKI,2278
KOSMIDER,2277
MALACHOWSKI,2277
NARLOCH,2276
DOMARADZKI,2275
SZMIT,2275
SKRZYPCZYK,2274
SAS,2273
SOBIECH,2273
OBARA,2272
SASIN,2271
SWITALSKI,2271
ULATOWSKI,2271
BEBENEK,2270
STEFANOWSKI,2268
KORALEWSKI,2267
PLISZKA,2267
BONIECKI,2266
PLATA,2266
CHLEBOWSKI,2264
LENARTOWICZ,2264
KUKULA,2263
JASEK,2260
KULAGA,2259
MATYSEK,2259
ISKRA,2256
RUTA,2254
SARNECKI,2254
KOSCIELNY,2252
DRAB,2251
SIENKO,2250
GAWRYS,2249
GWIZDALA,2249
MELLER,2249
SZCZECH,2249
CICHOWSKI,2248
GRABINSKI,2247
PIETRUCHA,2247
CICHECKI,2246
MOMOT,2246
PUSTELNIK,2245
KALICKI,2243
ZAWADKA,2243
IGNASIAK,2240
GLUSZEK,2239
GONTARZ,2238
KOPIEC,2236
SIWINSKI,2236
JASIK,2235
RYSZKA,2233
LEJA,2230
MARCINEK,2229
SKOTNICKI,2229
WANAT,2229
KASINSKI,2227
KIERZKOWSKI,2226
KOWNACKI,2226
MOSCICKI,2226
SWIECICKI,2224
KUR,2223
ANDRUSZKIEWICZ,2220
PIECHOWSKI,2220
GLODEK,2219
KRZYSZTOFIK,2219
NIKIEL,2219
SAK,2219
JURGA,2218
KOZUCH,2217
MRUK,2216
SZYDLO,2215
ANTOSIK,2214
OCHMAN,2213
CZERNIK,2211
ORLIK,2209
BROZYNA,2206
CZARNIK,2206
DRAGAN,2206
PIELA,2206
SWINIARSKI,2206
BOCZEK,2203
MANIA,2201
OKONSKI,2201
BORZECKI,2200
KISZKA,2197
JURASZEK,2196
ZYDEK,2193
BOMBA,2192
BARTOSZ,2190
DOMIN,2188
MLECZKO,2188
ORLINSKI,2188
BAJER,2186
WSZOLEK,2186
PALKA,2184
ZIOBRO,2184
CISOWSKI,2181
KARWAT,2181
MIERNIK,2179
SOLARZ,2179
MACIAK,2178
POLAKOWSKI,2176
PIECHA,2175
GORNIK,2173
SZCZESNIAK,2173
ROJEWSKI,2172
SZYMURA,2170
WOLANIN,2169
BABINSKI,2167
PASIEKA,2167
CHECINSKI,2164
JAWOROWSKI,2164
KOCOT,2164
KLAK,2163
RZEPA,2163
SYPNIEWSKI,2163
KAIM,2162
ZDUNCZYK,2161
BANKA,2160
KORYCKI,2160
JASZCZUK,2158
SADKOWSKI,2158
KOWALKOWSKI,2157
STEFANOWICZ,2157
GRUSZECKI,2156
ROSTKOWSKI,2156
CIESZYNSKI,2155
DYRDA,2155
KARBOWIAK,2154
ZELEK,2151
SAMSEL,2150
DZIUBEK,2149
PONIATOWSKI,2148
WILCZAK,2148
NEDZA,2147
WACHOWICZ,2147
KACPRZYK,2145
MICHALEC,2145
BASINSKI,2141
BIL,2140
BOCZKOWSKI,2140
KOSECKI,2140
KUZNIK,2140
JABLONOWSKI,2139
MACHAJ,2139
PIETRASIK,2138
MICKIEWICZ,2136
LEWKOWICZ,2134
SADLOWSKI,2134
STASIK,2134
KASPRZYCKI,2133
PALIWODA,2132
BLASIAK,2128
CZERNECKI,2128
SLABY,2128
MAJCHROWSKI,2127
MROWKA,2126
BYKOWSKI,2125
LOZINSKI,2125
BEDKOWSKI,2124
FIRLEJ,2124
SUSZEK,2123
KOSAKOWSKI,2121
NAPORA,2121
LECHOWICZ,2120
WINIARCZYK,2120
MYSLINSKI,2119
PEPLINSKI,2119
PORADA,2119
GRAD,2118
OLEJARZ,2118
LIGEZA,2116
CIOSEK,2113
SPYRA,2113
MARTYNIUK,2111
WATROBA,2111
ZARZECKI,2110
SKWARA,2107
GRALAK,2106
JAGLA,2105
PIETKIEWICZ,2105
FEDOROWICZ,2103
STEFANCZYK,2100
POLOCZEK,2099
SZYMBORSKI,2099
PRUSAK,2095
WAWER,2095
FISZER,2093
JARZYNA,2090
KLEPACKI,2090
KUSTRA,2088
GLUCH,2087
NOWOSAD,2085
PRZYBOROWSKI,2084
MATKOWSKI,2083
BARNAS,2081
SOBIECKI,2080
BRZOSKA,2079
CIECHANOWSKI,2079
GAWIN,2079
KUSMIERCZYK,2079
OSIAK,2077
WRONKA,2077
JAGIELA,2075
KADZIELA,2075
KRZYWDA,2074
DEJA,2072
TARGOSZ,2072
KOTECKI,2071
SWISTAK,2071
KACZMARZYK,2068
KRYNSKI,2067
MUSIELAK,2067
TYSZKA,2066
DEREN,2065
KLOCEK,2065
JOZEFIAK,2064
PARZYCH,2064
DUTKA,2062
KONIK,2062
DMOCHOWSKI,2061
LUKASZCZYK,2058
MOCZULSKI,2058
SUWALA,2057
BIALOWAS,2054
PIETRASZEK,2054
PODSIADLY,2054
RODZIEWICZ,2054
SOJKA,2052
CZECHOWICZ,2050
BALA,2049
SUKIENNIK,2049
WASILUK,2049
SZYSZKO,2048
BOROWIK,2047
WOJTAS,2047
GIEMZA,2044
ZABEK,2044
CHRZAN,2043
KOPERSKI,2040
CZEKALSKI,2039
KONKOL,2039
GEBALA,2036
KASZA,2035
KOCIOLEK,2035
GOLDYN,2034
SWIDEREK,2034
BALCER,2033
GORZKOWSKI,2032
PAWLUK,2032
PIEKUT,2029
GRALA,2028
KRYSZTOFIAK,2025
POGODA,2025
TYSZKIEWICZ,2025
KUSMIERZ,2024
GALANT,2023
JARZAB,2023
LIPOWSKI,2023
PIETRUSZEWSKI,2023
WALA,2022
TOCZEK,2019
BRYL,2017
LANGNER,2017
CHMIELOWIEC,2016
PIORO,2016
KOTAS,2013
PRZYTULA,2013
PTASINSKI,2013
WLODARCZAK,2013
BOLEK,2012
BRZOSTEK,2012
STANIK,2012
GOZDZIK,2011
JOPEK,2010
BUTKIEWICZ,2009
PLAZA,2009
STRUZIK,2008
WIKTOROWICZ,2008
SKOCZEN,2007
NOWIK,2006
MALCZYK,2005
NIEWEGLOWSKI,2003
KRZYWICKI,2002
PACHOLSKI,2002
KANTOR,2001
KADZIOLKA,2001
SABAT,2001
SUDER,2000
LECKI,1999
MACZYNSKI,1999
BARTOSZEWSKI,1998
WOJTALA,1998
MAKSYMIUK,1997
KALEMBA,1994
PODOLAK,1993
PUDLO,1993
DMOWSKI,1992
KULAK,1990
MNICH,1990
ZOLTOWSKI,1990
ZYWICKI,1990
KRUPSKI,1989
FIJOLEK,1988
ZABA,1986
IDZIAK,1981
PYTLIK,1981
KOCIK,1980
CZEKALA,1979
CZOPEK,1979
BATKO,1977
CYBULA,1977
ANTONIUK,1976
GRZESZCZAK,1975
RUSIECKI,1974
SOBOL,1974
KOTWICA,1973
WASIK,1972
SKOCZEK,1971
TANSKI,1971
MICHNA,1970
ORLIKOWSKI,1969
JANCZEWSKI,1968
MACHURA,1968
GLOD,1965
ZAWIERUCHA,1963
DRAZEK,1961
FRYC,1961
STARZYK,1961
KRYNICKI,1960
MISZCZUK,1960
SLOMSKI,1960
TYCZYNSKI,1959
WASZCZUK,1959
JEDLINSKI,1958
SZMIGIEL,1957
CHYLA,1955
STASKIEWICZ,1955
BARYLA,1954
AUGUSTYNOWICZ,1953
KARBOWNIK,1953
KOSICKI,1953
JAREK,1952
DZIUBINSKI,1951
JANCZAK,1950
CIEPLINSKI,1948
LASKI,1947
STAROSTA,1943
MILKOWSKI,1942
PLOTKA,1942
SZERSZEN,1942
ZWIERZYNSKI,1942
PABIAN,1940
CEGIELSKI,1938
TECZA,1937
WOLOWIEC,1935
KRET,1934
PAWELCZYK,1934
BARTKIEWICZ,1933
ROKOSZ,1933
SADLO,1933
GOZDZ,1930
LIPA,1929
SIWIK,1928
BAJOREK,1927
PAKULSKI,1927
FAFARA,1926
FILIPKOWSKI,1926
LESINSKI,1926
STRZYZEWSKI,1926
OBREBSKI,1924
GRADZKI,1923
BRZOZA,1921
FURMANEK,1921
MIGDAL,1920
MATUSZCZYK,1919
WIERZBA,1919
GORNICKI,1918
ZYSK,1918
MIELNICZUK,1916
PTASZEK,1915
GRONOWSKI,1912
PRZYWARA,1912
KORCZ,1910
GINTER,1908
KMIECIAK,1908
CHROSTOWSKI,1907
KMITA,1907
LAGOWSKI,1907
WEGNER,1907
DUDKA,1904
PALASZ,1904
KUKIELKA,1903
KOLTUN,1902
KURZEJA,1902
GODEK,1901
LISIAK,1901
CZARKOWSKI,1900
GOLIK,1900
KAPALA,1900
BARTOS,1898
DOROSZ,1898
DZIADOSZ,1898
ZYGADLO,1898
KRZYZAK,1896
REGULSKI,1896
SAKOWICZ,1896
JARZYNSKI,1895
GOLAWSKI,1893
JURA,1892
PROKOPOWICZ,1892
CZERSKI,1891
SMIETANA,1891
SOBECKI,1888
MAGDZIARZ,1887
BRZEZICKI,1886
SZCZEPKOWSKI,1886
PASZKO,1885
ROMANOWICZ,1884
KUBINSKI,1883
KURPIEWSKI,1883
MALINSKI,1883
RADZIK,1883
CHODOROWSKI,1882
SZCZECINSKI,1882
KIJEWSKI,1881
DEBEK,1879
KONIOR,1879
TALAGA,1879
NIEWINSKI,1878
LOJEK,1877
PERZ,1876
ARCISZEWSKI,1875
SZABLEWSKI,1875
WOJTAL,1875
OPALKA,1874
ZIOLEK,1874
FRANCZYK,1872
CIUPA,1871
STEFANIUK,1871
GRUBA,1870
KACZKOWSKI,1869
TARNAWSKI,1869
SMAGA,1868
SOROKA,1868
SZALKOWSKI,1867
MALKIEWICZ,1866
BURAK,1865
OLKOWSKI,1863
WALCZUK,1863
WIEWIORA,1863
KUCZKOWSKI,1862
STOLAREK,1862
DANIELEWICZ,1861
KARP,1861
KOBIALKA,1857
PALYS,1857
GEBSKI,1855
GNIADEK,1854
KRAWCZAK,1854
MLYNSKI,1854
WALKOWSKI,1852
LUKASZUK,1851
MARSZAL,1851
BODNAR,1850
STYS,1849
RYDZ,1847
BLICHARZ,1845
LUBANSKI,1845
RAWSKI,1843
DOBEK,1842
JEDRZEJAK,1842
CIURA,1841
RAPACZ,1841
SIEKIERSKI,1841
KOCON,1840
WOLEK,1840
ADAMOWSKI,1839
PALACZ,1837
RAFALSKI,1837
WIECLAW,1837
CHMIELOWSKI,1836
MAKOWIECKI,1836
FIEDOROWICZ,1835
GRZEGOREK,1834
RADZIEJEWSKI,1834
MILOSZ,1833
NOGAJ,1833
LIBERA,1832
MROWCZYNSKI,1832
SULIMA,1831
FIC,1830
KWIDZINSKI,1830
DURKA,1829
BIGOS,1828
GEBKA,1828
JAZDZEWSKI,1828
KOLINSKI,1828
DZWONKOWSKI,1827
STROJNY,1827
KURDZIEL,1823
MARCZYNSKI,1822
JAWOREK,1821
SLOMA,1821
BLOCH,1820
JAMROZIK,1820
ROSOL,1820
SKARZYNSKI,1820
STACHYRA,1820
BRZOZKA,1818
MIOTK,1818
JUSZKIEWICZ,1817
KONIECZKA,1816
CIECIERSKI,1814
KABAT,1814
PALCZYNSKI,1814
ROGACKI,1814
DOLECKI,1813
KOZLIK,1813
FOJCIK,1811
JAKUBEK,1811
SAWA,1811
WOJTKIEWICZ,1811
JELINSKI,1810
STROZYK,1810
KOCHAN,1809
SARZYNSKI,1809
SIECZKA,1809
MICHNIEWICZ,1808
KARASIEWICZ,1806
WOCH,1806
GAPINSKI,1805
KROPIDLOWSKI,1804
NAKONIECZNY,1804
BUCZAK,1803
WOLF,1803
NIEDZWIEDZKI,1802
ZUROWSKI,1802
KRYSINSKI,1801
RICHTER,1801
GRAJEWSKI,1800
HAWRYLUK,1799
KRASNODEBSKI,1799
SULEJ,1799
SWIETEK,1798
ZANIEWSKI,1798
BORUTA,1797
KLYS,1797
MADEJA,1796
MASLAK,1796
PADUCH,1794
SMIALEK,1793
BUJNOWSKI,1792
ZADLO,1792
BRYS,1789
GALUS,1789
GACA,1787
SCHULZ,1786
NIZIOL,1782
PSZCZOLKOWSKI,1782
WADOLOWSKI,1782
GROMADZKI,1781
STEPINSKI,1781
TKOCZ,1780
KRYCZKA,1779
RYCHTER,1779
WENTA,1779
JANECZKO,1778
KULAK,1778
LATOS,1778
SKORKA,1778
ZAMOJSKI,1778
GRZEDA,1777
JAROSZEWICZ,1776
PASTUSZAK,1776
WAZNY,1775
STRZALKA,1774
MUZYKA,1773
SZYMKIEWICZ,1772
PALUSZKIEWICZ,1771
BLAZEJCZYK,1770
DOMBROWSKI,1769
FOLTYN,1768
LUPINSKI,1768
SIELSKI,1767
STARZEC,1767
SZREDER,1766
GREN,1765
SKRZYNIARZ,1765
DASZKIEWICZ,1764
GALEK,1764
KLIMKOWSKI,1764
PAROL,1763
FRONTCZAK,1762
KARCZMARCZYK,1762
PACYNA,1762
PRUSZYNSKI,1761
JASZCZAK,1760
KUMOR,1760
OCHOCKI,1760
REBISZ,1760
BACZEWSKI,1759
KUPKA,1759
LANGER,1759
KAPLON,1756
MURZYN,1756
MICHTA,1755
IDZIK,1754
GRZANKA,1753
GUCWA,1753
NAWARA,1753
POMORSKI,1753
RUSAK,1753
KASZUBOWSKI,1752
WOJCIESZAK,1752
GUZY,1751
CEGLAREK,1750
KIEDROWSKI,1749
WALASZEK,1748
WACHALA,1748
DUCH,1747
RYGIELSKI,1747
MOZDZEN,1746
TYBURSKI,1746
BISKUPSKI,1745
KESKA,1745
REK,1744
FALKIEWICZ,1743
MUSIALIK,1743
CIBOROWSKI,1742
RAJSKI,1742
SLUPSKI,1742
ANTONOWICZ,1741
RZESZUTEK,1741
ZYLKA,1741
SKORSKI,1740
MIGAS,1739
LOPATA,1738
PUDELKO,1738
DERDA,1736
JAROSZEK,1736
KARDAS,1736
KULCZYNSKI,1736
OLSZOWY,1735
OCZKOWSKI,1734
BUCKI,1733
GAIK,1732
KIJAK,1732
KURZYNSKI,1732
SOKALSKI,1732
KUBAT,1731
TARCZYNSKI,1731
SKAWINSKI,1730
WOZNICZKA,1730
DOMZALSKI,1729
KUĆ,1728
CHABOWSKI,1727
FIGURSKI,1727
BARSKI,1726
DRZYMALA,1726
GORAK,1726
MAZGAJ,1726
JANOTA,1724
BIZON,1720
SIEK,1719
CZARNIECKI,1717
LABEDZKI,1715
BABICZ,1714
KONARZEWSKI,1714
SITKOWSKI,1714
BACZYK,1712
BARTYZEL,1711
SOSZYNSKI,1711
ZIEMINSKI,1709
SURMACZ,1708
GALA,1707
GOSCINIAK,1707
KASPERCZYK,1707
MATULA,1706
KOLANO,1705
KUBIS,1704
KRAUS,1703
GALKOWSKI,1702
GRADOWSKI,1702
KACZOREK,1701
KOTLOWSKI,1701
SMIGIEL,1701
WRZESZCZ,1700
DOLNY,1697
RAJEWSKI,1696
KLUCZYNSKI,1695
STANIEK,1695
WYKA,1695
BIEGUN,1694
BONK,1693
PRZYBYLOWSKI,1693
RUTKA,1693
WENCEL,1693
DABROWA,1692
JARZEBSKI,1692
RACZEK,1692
DYL,1690
CZARNOCKI,1689
MATYS,1689
GARBOWSKI,1688
LIZAK,1688
SZARY,1687
WIECH,1687
MIKRUT,1686
SMOLAK,1686
KOCJAN,1685
BAKALARZ,1684
BAJ,1683
DEBIEC,1683
MICHALCZUK,1683
GRZYWA,1682
SMOLARCZYK,1679
CURYLO,1677
WALTER,1677
BAR,1676
KOPANSKI,1676
BRZYSKI,1672
BUJALSKI,1672
GREDA,1672
KARDASZ,1672
OKROJ,1671
SZYMONIAK,1670
DZIEKAN,1669
PAZDZIOR,1669
GRUCHALA,1668
KUBERA,1668
MARCHLEWSKI,1668
STYCZEN,1667
KONEFAL,1666
PLONSKI,1666
DUDZIC,1665
ZACHARSKI,1665
OLSZOWKA,1664
BYCZKOWSKI,1663
KLECHA,1663
SOLINSKI,1663
BANASZCZYK,1662
NEJMAN,1662
ROZALSKI,1662
ZAPART,1662
KOTLINSKI,1661
JAROMIN,1660
POTRYKUS,1660
RADON,1660
DZIEWULSKI,1659
GRODZICKI,1659
DEMBOWSKI,1658
PALA,1656
SIDOROWICZ,1656
GLEBOCKI,1655
MALINA,1655
POWROZNIK,1652
STRACZEK,1652
GARCZYNSKI,1651
BAZAN,1650
DERA,1650
MROZEK,1650
GRZYWNA,1649
JAKUBOWICZ,1649
DANIELAK,1648
KALATA,1648
LUNIEWSKI,1648
PELCZAR,1647
SOBIESKI,1646
WAJS,1645
KEMPINSKI,1644
POTOCZNY,1644
PYTLAK,1644
SIERAKOWSKI,1643
WIERCINSKI,1643
KOTULA,1642
BACH,1641
MACIOLEK,1641
STANKO,1641
DZIADEK,1640
KRAMARZ,1639
NICPON,1639
BLASZKOWSKI,1637
BRZOSTOWSKI,1637
JADCZAK,1637
SZABLOWSKI,1637
KLEPACZ,1632
PRZYGODZKI,1631
MAĆKIEWICZ,1630
DOBKOWSKI,1628
HOPPE,1628
SULIKOWSKI,1628
BRODZINSKI,1627
DANKOWSKI,1627
KUCIA,1627
KOWOL,1626
REKOWSKI,1626
ANDRZEJCZYK,1625
BRODZIAK,1624
GARUS,1624
GOS,1624
PIECZONKA,1624
TRZASKOWSKI,1624
GARSTKA,1623
LOJEWSKI,1621
PILECKI,1619
PROKOPIUK,1619
WASKO,1619
ZABORSKI,1619
KURAS,1618
RADWAN,1617
RYCZEK,1616
RYNKOWSKI,1616
BERNAS,1615
LUSZCZYNSKI,1615
SNOPEK,1615
ZABICKI,1615
MATECKI,1614
GURGUL,1613
STOPKA,1613
STRUGALA,1611
FABER,1610
SZYSZKOWSKI,1608
TALAREK,1606
WEISS,1606
BUDZIK,1605
POLIT,1605
WISZOWATY,1605
WALEWSKI,1604
SWIERCZEWSKI,1603
TOMCZUK,1603
CEGIELKA,1602
SIWY,1602
MÜLLER,1601
NIEWIAROWSKI,1600
KOVALCHUK,1599
ZAKOWSKI,1599
WIELICZKO,1598
GAWOR,1597
GRZESZCZUK,1597
STASIUK,1597
MAZUROWSKI,1596
STANIAK,1596
CHORAZY,1595
GACH,1594
MARCISZ,1594
CEDRO,1593
BERLINSKI,1592
IZYDORCZYK,1592
SWIERK,1592
ZIETARA,1591
KOSIBA,1590
RUSZCZYK,1590
BINIEK,1589
LEHMANN,1589
MRZYGLOD,1589
KONCZAK,1588
SLUSARZ,1588
KAROLEWSKI,1587
SZLACHETKA,1587
KRAWCZUK,1586
SOBOTKA,1586
BUCHTA,1585
LENKIEWICZ,1585
STANISZ,1585
MATYSIK,1584
KORDEK,1583
SULEWSKI,1583
DANOWSKI,1582
DURA,1582
KOBYLARZ,1582
LAZAR,1582
LEBIODA,1582
MASTERNAK,1582
TATARA,1582
STASINSKI,1581
SZYDLIK,1580
ANTOSZ,1579
ZUR,1579
BALCEREK,1577
KLOSEK,1577
ILNICKI,1576
KONKEL,1576
RAJCA,1576
MALESA,1575
BURCZYK,1574
JARON,1574
SZULIK,1574
GRZESZCZYK,1573
RUSZKIEWICZ,1573
DWORAKOWSKI,1572
SUCHY,1572
OWCZARZAK,1571
PEKALA,1571
KUSY,1570
LANGOWSKI,1570
MIZERSKI,1570
KUKULSKI,1569
KWIETNIEWSKI,1569
STACHERA,1569
PYZIK,1568
BOJKO,1567
GORCZYNSKI,1566
ROLKA,1566
JAGODA,1563
WILKOSZ,1562
TURKIEWICZ,1561
ROMANEK,1560
IGNATOWICZ,1559
KRYSA,1559
SERWATKA,1559
DLUGOLECKI,1558
GRYZ,1558
KLUSEK,1558
KONDRACIUK,1558
BLACH,1557
FOKS,1557
MIKOS,1555
PIEC,1555
PISARCZYK,1555
ZUBRZYCKI,1555
DROZDEK,1553
KUZNICKI,1553
WALISZEWSKI,1553
KOPERA,1552
STOLARZ,1552
SZCZEPANOWSKI,1552
STYCZYNSKI,1551
BARCZYNSKI,1549
PULAWSKI,1549
DUNAJ,1548
WIECZORKOWSKI,1548
GONERA,1547
NIEWCZAS,1547
SZALA,1547
JALOCHA,1545
MIERZWINSKI,1545
SWIECH,1545
CIERNIAK,1544
DEMSKI,1544
MICHON,1544
SIEWIERSKI,1544
WIETESKA,1544
JANIA,1543
KORUS,1543
KWIEK,1543
SITARSKI,1542
LEGOWSKI,1541
PIEKOS,1541
SLONINA,1541
KUSMIEREK,1540
MATRAS,1540
ANTOS,1539
FURMANSKI,1539
KOSMOWSKI,1539
KREZEL,1539
PASIK,1538
SKORUPKA,1538
POMYKALA,1537
OPALA,1535
DOLEGA,1534
JUCHA,1534
MAZURCZAK,1534
